slug,title,category,editorial_status,A,B,C,D,E,F,G,H,I,J,K,L,overall,tier,reader_test,recognition_evidence,unique_insight_evidence,generic_dictionary_test,generic_dictionary_note,nearest_neighbor_slug,neighbor_similarity,collision,independent_intent,primary_reason,secondary_reasons,trust_risks,word_count,reflection_question_count,related_dream_count,related_reason_count
court-room,Court Room,Houses and places,,3,3,3,3,3,3,3,3,3,2,2,2,33,P4,Passes,"If you stood before the court feeling calm because you knew your position was sound, the dream may reflect growing confidence in your ability to defend your choices or face consequences honestly.","If you are currently waiting for an important outcome, the courtroom may symbolize the discomfort of having to wait for a decision you cannot completely control.",Clearly no,The page contains identifiable contextual reasoning beyond a broad symbol definition.,being-judged,0.3235,false,The closest neighbor does not currently erase this page's independent intent.,Weak reflection questions,Weak internal links; Weak related dreams,,1921,8,2,2
ladder,Ladder,Transformation and life transitions,,3,2,2,3,3,3,3,3,3,2,3,2,32,P3,Passes,"If you felt peaceful, the descent may reflect acceptance rather than defeat.","If the ladder felt dangerous, the dream may be connected to a goal that carries meaningful risk.",Clearly no,The page contains identifiable contextual reasoning beyond a broad symbol definition.,climbing-a-tree,0.2528,false,The closest neighbor does not currently erase this page's independent intent.,Generic interpretation,Weak reflection questions,,1615,8,3,3
shapeshifter,Shapeshifter,Transformation and life transitions,,3,3,2,3,3,2,2,3,3,2,3,2,31,P3,Passes,"If you were fascinated rather than frightened, the shapeshifter may represent openness toward complexity, transformation, or discovering that something is more complicated than you initially believed.","If the shapeshifter changed in response to danger, the transformation may emphasize adaptability rather than deception.",Clearly no,The page contains identifiable contextual reasoning beyond a broad symbol definition.,person-changing-into-an-animal,0.2788,false,The closest neighbor does not currently erase this page's independent intent.,Generic interpretation,Insufficient emotional context; Insufficient symbolic context,,1600,8,4,4
heart-attack,Heart Attack,Anxiety and fear,,3,3,3,3,2,3,2,3,3,2,2,2,31,P3,Passes,"The most useful details are who experienced the heart attack, what happened immediately before it, whether the person survived, and how you felt afterward.","If someone else has the heart attack, consider what that person represents to you and whether you have recently worried about losing them or felt unable to protect them.",Clearly no,The page contains identifiable contextual reasoning beyond a broad symbol definition.,demonic-attack,0.3525,false,The closest neighbor does not currently erase this page's independent intent.,Generic interpretation,Insufficient symbolic context; Weak reflection questions,,1203,8,2,2
owl,Owl,Transformation and life transitions,,3,3,2,3,3,1,2,3,3,2,3,2,30,P3,Passes,"Ask yourself whether you felt that the owl was revealing something, hiding something, threatening you, or simply observing.","A peaceful owl A calm owl may support an interpretation centered on patience, contemplation, and quietly noticing what is happening before deciding how to respond.",Clearly no,The page contains identifiable contextual reasoning beyond a broad symbol definition.,being-watched,0.1404,false,The closest neighbor does not currently erase this page's independent intent.,Insufficient emotional context,,,1194,8,3,3
burning-hands,Burning Hands,Transformation and life transitions,,3,3,2,3,2,2,3,3,3,2,3,2,31,P3,Passes,"The most revealing details are what caused the burning, whether you could stop it, what you were holding, and whether the hands healed.",What happened to your hands after the burning stopped?,Clearly no,The page contains identifiable contextual reasoning beyond a broad symbol definition.,house-on-fire,0.3592,false,The closest neighbor does not currently erase this page's independent intent.,Generic interpretation,Insufficient emotional context; Weak reflection questions,,1297,8,3,3
being-judged,Being Judged,Anxiety and fear,,3,3,2,3,3,2,3,3,3,2,3,2,32,P3,Passes,"Who delivered the judgment—and whether you felt guilty, misunderstood, defiant, or ashamed—shows whether the deeper concern is wrongdoing, visibility, or an unforgiving inner standard.",Being judged by strangers A crowd of unfamiliar people can represent generalized social evaluation rather than one particular relationship.,Clearly no,The page contains identifiable contextual reasoning beyond a broad symbol definition.,court-room,0.3235,false,The closest neighbor does not currently erase this page's independent intent.,Generic interpretation,Insufficient emotional context; Weak reflection questions,,958,7,4,4
cow,Cow,Animals and creatures,,3,3,2,2,3,2,3,3,3,2,3,2,31,P3,Passes,An injured or sick cow An unhealthy cow can shift the focus toward vulnerability and threatened stability.,"A cow calmly grazing may emphasize patience, routine, and sustained nourishment, while a cow producing milk may draw attention to giving, caregiving, or resources that support others.",Clearly no,The page contains identifiable contextual reasoning beyond a broad symbol definition.,slaughtering-an-animal,0.149,false,The closest neighbor does not currently erase this page's independent intent.,Generic interpretation,Insufficient emotional context; Weak reflection questions,,952,7,3,3
being-admired,Being Admired,Relationships,,3,3,2,3,3,2,2,3,3,2,3,3,32,P3,Passes,"The meaning depends on what people admired and whether being seen felt affirming, exposing, undeserved, or uncomfortable.",Being admired by strangers Admiration from unfamiliar people may represent a desire to be recognized more broadly or confidence about entering a new social or professional environment.,Clearly no,The page contains identifiable contextual reasoning beyond a broad symbol definition.,marrying-a-celebrity,0.2963,false,The closest neighbor does not currently erase this page's independent intent.,Generic interpretation,Insufficient emotional context; Insufficient symbolic context,,902,7,4,4
big-house,Big House,Houses and places,,3,3,3,3,0,3,2,3,2,2,3,3,30,P3,Passes,"Living in a beautiful big house A beautiful, comfortable house may reflect a sense of possibility, achievement, security, or a desire to create a life with more space and freedom.","Consider whether the big house belonged to you, someone else, or no one you could identify.",Partially,"Useful material is present, but some reasoning still resembles a broad dictionary treatment.",new-house,0.649,true,"Potentially defensible if this distinction remains central: Consider whether the big house belonged to you, someone else, or no one you could identify.",Generic interpretation,Excessive repetition; Likely duplicate intent,,1106,8,4,4
spider,Spider,Animals and creatures,,3,3,3,3,3,3,3,3,3,2,3,2,34,P4,Passes,"If you felt calm while watching the spider, the dream may reflect patience, observation, or an ability to tolerate uncertainty.","If you have been carefully building something over time, the spider's web can also reflect persistence and deliberate effort rather than danger.",Clearly no,The page contains identifiable contextual reasoning beyond a broad symbol definition.,breakup,0.1225,false,The closest neighbor does not currently erase this page's independent intent.,Weak reflection questions,,,1067,8,4,4
fish,Fish,Animals and creatures,,3,3,2,3,3,3,3,3,2,2,3,3,33,P4,Passes,"If you felt protective toward the fish, the dream may highlight something vulnerable that you are trying to preserve.","Fish swimming peacefully Fish moving calmly through clear or comfortable water may reflect emotional ease, curiosity, or an ability to observe what is happening beneath the surface without feeling threatened.",Clearly no,The page contains identifiable contextual reasoning beyond a broad symbol definition.,water,0.1226,false,The closest neighbor does not currently erase this page's independent intent.,Generic interpretation,No practical connection; Weak reflection questions,,1121,8,5,5
rat,Rat,Animals and creatures,,3,3,3,3,3,3,3,3,2,2,3,2,33,P4,Passes,"If you feel relieved after the rat leaves, the dream may reflect a desire to remove an irritating problem rather than fear of the animal itself.","Without fear or disgust, the rat may fit themes of adaptability and survival rather than betrayal or threat.",Clearly no,The page contains identifiable contextual reasoning beyond a broad symbol definition.,eating-food,0.1059,false,The closest neighbor does not currently erase this page's independent intent.,No practical connection,Weak reflection questions,,1093,8,4,4
crocodile,Crocodile,Animals and creatures,,3,3,2,2,3,3,2,3,3,2,3,0,29,P3,Passes,"If you approach the crocodile calmly, the dream may reflect growing confidence in your ability to face intimidating circumstances without immediately reacting from fear.","A crocodile with its mouth open can intensify the sense of confrontation or danger, while a crocodile that never attacks may represent perceived danger that has not actually become an event.",Partially,"Useful material is present, but some reasoning still resembles a broad dictionary treatment.",animal-attack,0.1969,false,The closest neighbor does not currently erase this page's independent intent.,Generic interpretation,Insufficient symbolic context; Weak reflection questions,will happen,1103,8,4,4
